,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
118,HLC/3,10,425,30,macd,101,298,6,18,0.06,1394,358,52,103,340,287,87,239,30,108,443,3,31,707,939,930,384,335,976,686,366,256,539,580,656,674,159,420,718,137,23,28,90,11,757,5,36,28,14,732,18,3,0.29,0.3,1.09,1.06,1.2,1.18,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
119,HLC/3,144,184,34,macd,389,385,6,5,0.25,368,338,347,127,22,20,213,242,350,125,1000,47,170,523,732,665,400,365,961,866,339,320,7,665,372,676,994,560,154,630,23,25,41,1,136,11,42,5,17,95,19,3,0.29,0.23,1.18,1.11,1.04,1.07,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,0.0,False,True,0.0,0.0,0.0
120,HL/2,28,178,37,macdh,388,97,6,16,0.03,2182,333,392,242,949,8,217,836,13,10,668,6,163,160,965,633,434,389,910,704,446,281,961,906,139,593,984,443,36,418,4,37,47,20,276,2,10,34,6,657,23,10,0.18,0.02,1.01,1.06,1.0,1.09,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
121,HL/2,220,245,23,macd,11,52,6,1,0.27,1713,735,327,272,743,216,173,883,322,112,52,206,229,76,870,731,394,293,758,559,360,280,874,205,187,820,367,297,390,430,13,49,9,16,455,17,34,11,17,920,3,24,0.19,0.24,1.02,1.14,1.03,1.06,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
122,high,314,391,3,macdh,3,207,6,1,0.07,1525,314,372,7,107,188,41,258,375,23,923,67,215,81,839,685,427,422,930,882,370,275,998,815,296,513,381,530,28,765,22,26,11,2,641,11,25,61,4,730,12,23,0.12,0.3,1.06,1.02,1.2,1.03,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
123,open,159,355,14,macds,95,235,6,4,0.24,1101,445,250,37,896,236,213,109,125,215,884,239,176,37,774,520,343,274,938,624,447,345,988,1000,381,557,83,292,926,619,4,11,93,18,175,10,41,75,20,999,3,21,0.06,0.27,1.13,1.05,1.09,1.04,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,0.0,False,True,0.0,0.0,0.0
124,HLCC/4,163,412,41,macd,228,266,6,16,0.26,928,233,148,71,780,54,392,859,106,204,863,59,67,786,894,706,449,291,958,568,287,265,31,344,439,52,87,575,523,559,28,31,82,2,372,10,42,14,11,566,8,19,0.22,0.16,1.04,1.02,1.13,1.08,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,True,0.0,False,True,0.0,0.0,0.0
125,close,244,351,7,macds,345,354,6,19,0.18,1222,965,225,298,810,294,115,160,276,165,136,125,214,935,569,527,376,259,878,618,303,250,399,666,996,866,278,331,444,816,25,48,49,3,387,3,20,104,10,536,10,3,0.22,0.4,1.08,1.0,1.1,1.07,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
126,low,324,479,2,macds,8,3,6,5,0.19,2992,623,103,90,893,389,268,173,240,117,754,390,122,851,854,849,403,391,969,817,422,276,728,329,339,349,577,962,208,431,22,37,92,16,401,7,17,100,9,130,25,18,0.27,0.16,1.07,1.05,1.16,1.08,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
127,close,192,441,35,macds,232,191,6,20,0.33,2875,462,269,312,847,202,170,104,177,329,749,393,144,291,846,690,308,284,942,759,371,347,221,394,7,531,551,955,267,843,2,24,81,13,370,10,36,61,19,314,6,13,0.32,0.06,1.17,1.16,1.13,1.07,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
128,low,109,417,25,macds,75,52,6,7,0.2,884,388,209,22,533,370,29,628,287,30,549,36,9,278,706,641,440,255,895,631,414,371,989,747,955,145,151,174,550,414,12,44,15,11,440,3,8,61,12,918,14,10,0.15,0.06,1.1,1.12,1.18,1.18,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,0.0,False,True,0.0,0.0,0.0
129,open,129,346,47,macd,16,324,6,15,0.01,2512,275,366,243,179,215,86,804,191,371,301,366,207,830,958,763,435,360,807,527,430,300,313,959,331,595,599,935,503,913,14,48,62,14,420,5,29,13,17,899,20,16,0.25,0.4,1.19,1.01,1.04,1.11,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,0.0,False,True,0.0,0.0,0.0
130,open,175,325,8,macd,238,107,6,10,0.15,1849,959,356,88,390,108,264,643,44,322,348,368,315,921,883,853,438,296,664,540,461,359,759,693,73,568,955,704,904,358,14,23,72,5,266,2,33,101,15,984,19,17,0.27,0.19,1.12,1.17,1.02,1.18,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
131,low,287,305,28,macds,83,4,6,6,0.02,2518,265,323,314,709,291,102,358,400,118,848,75,318,758,879,716,491,372,588,524,486,453,738,128,909,943,192,98,863,83,14,36,52,19,414,16,52,20,5,415,14,10,0.19,0.33,1.03,1.05,1.05,1.17,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
132,open,260,291,15,macd,380,7,6,8,0.24,1561,516,74,283,403,45,375,100,273,370,517,274,363,468,655,518,495,446,975,632,464,461,915,463,830,277,123,546,244,953,19,52,73,7,479,5,13,63,4,12,8,24,0.01,0.06,1.1,1.02,1.18,1.12,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,0.0,False,True,0.0,0.0,0.0
133,OHLC/4,105,433,15,macdh,63,335,6,1,0.25,960,688,311,216,177,207,167,305,287,277,819,144,360,220,954,811,469,420,904,764,490,255,407,316,160,819,563,672,595,722,2,22,53,2,823,14,19,30,5,604,5,1,0.18,0.17,1.12,1.16,1.11,1.04,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
134,HLC/3,133,324,17,macds,295,3,6,19,0.08,1229,568,249,278,529,68,330,227,45,375,889,235,51,878,967,925,496,438,975,866,427,314,221,12,299,610,684,445,454,257,25,30,12,14,894,5,29,17,13,986,1,6,0.32,0.28,1.1,1.1,1.02,1.19,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
135,open,38,95,2,macd,240,40,6,12,0.28,1773,547,41,234,735,229,284,434,101,394,317,106,27,680,959,531,472,467,775,651,390,254,230,161,595,41,431,628,428,847,24,57,90,19,871,11,52,17,8,766,12,16,0.14,0.36,1.2,1.14,1.19,1.13,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,False,0.0,False,True,0.0,0.0,0.0
136,close,63,310,39,macds,147,382,6,12,0.28,1992,908,311,324,720,61,2,336,130,72,679,354,188,761,801,506,435,359,899,524,392,269,834,383,67,33,438,415,649,485,13,41,63,20,688,18,40,41,4,596,13,9,0.14,0.14,1.16,1.16,1.0,1.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,False,0.0,False,True,0.0,0.0,0.0
137,low,280,413,24,macds,63,156,6,7,0.09,1617,944,190,218,437,131,342,868,393,30,688,152,10,252,990,501,339,298,967,854,488,400,27,365,453,24,528,552,840,991,4,27,63,6,184,7,29,28,15,552,2,3,0.21,0.11,1.2,1.07,1.06,1.05,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,0.0,False,True,0.0,0.0,0.0
138,high,50,309,50,macds,392,195,6,15,0.03,2991,463,374,161,317,225,59,46,75,335,32,146,203,910,617,604,482,406,817,514,471,288,923,830,938,676,871,226,985,507,5,51,64,6,193,17,44,20,6,306,4,16,0.13,0.16,1.11,1.04,1.02,1.19,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
139,low,53,275,37,macd,236,269,6,20,0.09,664,489,312,348,143,281,137,168,57,391,42,238,367,588,889,632,483,339,880,632,491,312,802,956,45,100,460,708,172,469,23,37,55,20,97,15,47,29,13,848,4,13,0.25,0.08,1.06,1.06,1.16,1.17,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
140,low,160,492,12,macds,238,201,6,8,0.02,2446,945,325,133,498,170,48,552,155,50,824,240,116,707,799,778,490,434,560,552,303,261,602,44,994,660,736,740,191,28,21,30,81,13,616,4,31,33,1,142,9,17,0.2,0.2,1.11,1.05,1.18,1.19,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
141,low,33,362,6,macdh,149,230,6,9,0.21,603,578,307,181,621,311,226,236,359,190,78,201,338,143,880,833,429,286,970,567,408,304,157,78,152,201,680,966,334,710,20,28,12,17,891,16,36,18,4,157,5,10,0.4,0.32,1.08,1.06,1.14,1.02,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,0.0,False,True,0.0,0.0,0.0
142,open,358,446,6,macd,80,380,6,19,0.2,1679,482,252,353,559,299,321,97,63,390,134,130,150,355,752,502,493,463,876,759,319,289,294,317,247,564,361,156,308,676,15,59,66,17,665,6,36,28,4,335,18,8,0.35,0.38,1.13,1.09,1.11,1.08,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
143,low,4,493,34,macds,329,27,6,4,0.31,804,892,238,289,285,254,360,206,245,61,223,67,360,559,899,587,356,277,676,596,460,264,435,869,992,725,951,758,484,426,7,54,84,16,929,17,32,5,16,838,12,13,0.29,0.29,1.19,1.01,1.2,1.04,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,0.0,False,True,0.0,0.0,0.0
144,high,119,391,8,macdh,74,8,6,12,0.09,2272,583,93,243,461,213,92,731,26,372,35,206,294,338,916,813,476,393,626,593,499,259,545,272,941,824,620,60,151,111,11,43,16,15,656,8,34,81,6,13,4,4,0.34,0.21,1.19,1.04,1.12,1.09,False,False,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
145,low,54,83,8,macdh,368,63,6,15,0.37,2868,979,103,364,383,16,91,782,274,289,417,103,67,811,833,618,464,399,798,645,284,283,370,183,53,887,481,712,136,648,13,46,53,17,188,8,27,51,13,262,18,17,0.08,0.07,1.03,1.2,1.11,1.19,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,0.0,False,True,0.0,0.0,0.0
146,low,99,105,20,macds,251,51,6,19,0.39,2012,300,178,200,464,7,322,633,291,77,789,393,81,495,959,615,470,349,788,545,383,341,282,910,293,228,854,240,878,617,11,34,57,5,135,16,33,65,14,945,6,18,0.33,0.25,1.16,1.17,1.2,1.16,False,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
147,close,51,57,29,macds,190,344,6,17,0.13,2434,979,397,276,691,194,282,119,236,312,449,398,132,968,901,753,494,289,813,546,258,254,340,40,324,41,978,209,473,984,23,53,25,10,956,10,11,82,12,448,18,13,0.3,0.02,1.12,1.09,1.15,1.04,True,False,True,True,True,True,True,False,False,False,True,False,False,False,True,False,True,0.0,False,True,0.0,0.0,0.0
148,low,104,152,29,macdh,232,313,6,16,0.24,225,260,149,279,971,350,11,495,362,128,405,145,385,685,848,541,426,400,854,775,421,317,785,376,551,184,574,454,334,532,2,55,18,15,168,10,14,51,16,659,7,14,0.13,0.33,1.16,1.0,1.05,1.17,True,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,True,0.0,False,True,0.0,0.0,0.0
149,close,377,479,39,macds,141,328,6,10,0.11,1850,590,92,270,780,337,42,483,157,76,152,257,191,432,934,746,294,293,749,636,427,275,752,873,719,693,680,588,680,67,10,14,17,20,716,14,20,8,18,858,13,3,0.07,0.21,1.12,1.09,1.19,1.14,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
150,HLC/3,277,332,30,macds,337,330,6,1,0.16,913,850,370,110,636,43,341,937,4,225,542,278,24,994,980,636,390,267,658,635,423,311,482,218,791,61,99,854,46,165,12,54,2,5,384,10,33,62,11,380,14,25,0.09,0.27,1.12,1.03,1.13,1.1,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0,False,True,0.0,0.0,0.0
151,close,345,495,20,macdh,210,298,6,3,0.19,2909,570,388,274,644,131,194,935,306,152,711,313,236,196,930,861,492,428,896,579,411,277,401,965,536,979,121,365,497,869,14,19,19,12,580,15,18,100,16,822,7,2,0.04,0.15,1.02,1.1,1.12,1.04,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,0.0,False,True,0.0,0.0,0.0
152,open,28,139,23,macds,163,86,6,12,0.35,673,915,33,143,217,217,270,958,234,83,442,40,313,133,978,548,361,278,706,572,430,327,71,3,502,156,713,424,139,762,30,52,11,13,163,14,33,30,16,324,1,17,0.22,0.3,1.06,1.08,1.03,1.16,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
153,close,47,359,22,macd,393,93,6,14,0.02,1981,703,23,70,584,95,72,500,35,195,97,86,139,775,877,711,489,277,904,845,444,377,922,609,705,968,383,432,346,845,15,20,85,6,410,17,33,80,4,945,20,17,0.12,0.08,1.1,1.09,1.04,1.03,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
154,HLCC/4,257,352,13,macdh,10,266,6,2,0.33,1444,353,130,240,585,111,6,638,115,340,237,108,94,634,822,765,447,374,752,668,400,366,706,958,909,253,425,706,769,739,10,12,57,1,607,10,44,56,1,774,13,16,0.18,0.16,1.17,1.17,1.08,1.05,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
155,close,399,434,21,macd,381,165,6,5,0.37,2908,743,170,109,891,367,111,855,48,19,377,212,345,510,912,643,292,268,951,611,447,376,964,129,611,53,97,345,744,51,2,15,70,9,144,9,48,57,3,761,10,24,0.4,0.04,1.05,1.06,1.15,1.06,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
156,HLC/3,44,357,7,macd,281,388,6,20,0.31,1405,298,132,127,988,301,56,274,93,398,261,390,252,706,962,622,278,266,864,717,376,255,146,143,655,347,807,113,490,781,10,59,64,2,540,5,19,31,18,677,14,20,0.32,0.14,1.2,1.17,1.04,1.03,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,0.0,False,True,0.0,0.0,0.0
157,HL/2,114,402,12,macds,79,369,6,10,0.39,1524,202,318,352,684,391,111,350,260,219,556,308,222,233,895,675,461,420,932,501,405,356,163,948,434,629,994,283,863,610,15,22,72,19,289,5,51,88,12,784,2,12,0.13,0.06,1.07,1.05,1.12,1.17,True,False,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
158,HLCC/4,198,411,13,macdh,334,297,6,15,0.09,470,308,347,203,627,88,88,801,216,336,714,93,182,145,710,536,447,293,932,828,478,395,728,72,75,154,302,324,618,726,3,55,73,5,12,14,44,86,20,664,24,2,0.13,0.17,1.06,1.13,1.03,1.06,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
159,HL/2,375,482,16,macds,204,195,6,17,0.29,1071,449,262,280,841,160,159,908,219,104,21,61,18,770,589,571,349,336,664,629,482,396,525,753,217,578,983,286,631,268,16,28,31,9,940,7,46,16,3,67,6,4,0.02,0.15,1.12,1.15,1.12,1.2,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,0.0,False,True,0.0,0.0,0.0
160,HLC/3,108,422,43,macdh,22,196,6,15,0.24,285,812,9,57,765,252,289,530,312,83,38,223,115,193,996,942,355,271,986,562,422,311,348,653,272,326,27,738,31,165,3,14,22,17,876,15,41,16,11,597,5,25,0.24,0.15,1.13,1.03,1.0,1.15,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
161,high,52,53,49,macdh,287,290,6,13,0.31,599,662,389,61,914,293,96,845,29,308,709,6,70,76,758,529,457,339,890,561,434,393,681,983,550,170,105,686,716,460,29,34,77,19,848,6,44,38,18,638,25,6,0.18,0.17,1.03,1.01,1.03,1.1,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
162,HL/2,324,492,15,macd,170,185,6,6,0.17,1736,456,132,368,563,49,392,625,377,272,896,289,17,166,612,582,362,350,819,693,487,273,677,853,257,322,220,3,474,439,9,55,99,17,20,13,45,26,8,262,25,19,0.4,0.23,1.03,1.19,1.11,1.14,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
163,HL/2,286,287,22,macds,121,178,6,8,0.2,442,989,232,301,186,385,58,505,130,312,437,140,52,605,817,760,335,313,659,556,405,397,210,900,865,113,607,404,453,577,10,48,16,10,909,9,48,77,7,929,19,19,0.32,0.03,1.13,1.02,1.02,1.17,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,True,0.0,False,True,0.0,0.0,0.0
164,HL/2,17,428,14,macds,61,347,6,15,0.08,1461,375,131,236,727,284,31,817,360,388,562,45,332,156,864,835,431,324,876,578,434,366,136,35,242,657,728,939,225,75,10,42,85,19,375,14,33,6,17,871,16,2,0.14,0.22,1.02,1.08,1.13,1.11,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
165,low,310,483,39,macdh,392,222,6,11,0.08,1769,434,383,44,617,227,77,763,29,199,706,92,295,267,981,587,486,485,741,730,494,384,149,875,26,900,668,781,462,837,18,26,50,17,254,9,31,26,9,438,14,20,0.07,0.08,1.11,1.03,1.11,1.1,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,0.0,False,True,0.0,0.0,0.0
166,high,184,298,7,macd,80,295,6,4,0.02,1098,888,274,160,459,267,252,745,163,45,846,319,164,816,711,598,474,354,980,534,318,253,655,966,849,937,136,19,499,505,5,15,60,10,546,15,28,58,10,334,10,25,0.12,0.22,1.08,1.17,1.04,1.18,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
167,close,250,416,17,macd,66,38,6,13,0.07,1960,444,392,77,640,105,3,910,93,228,74,293,221,153,956,597,413,351,847,710,417,322,9,540,166,68,148,195,972,389,14,57,99,4,34,2,49,62,17,175,25,1,0.3,0.04,1.16,1.0,1.09,1.16,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
168,HLCC/4,147,353,22,macd,309,127,6,16,0.11,1102,645,168,148,160,298,360,677,156,268,948,232,323,708,832,560,291,277,905,863,434,404,254,327,637,755,299,450,34,362,25,33,23,13,460,7,23,38,4,518,2,18,0.01,0.32,1.16,1.18,1.18,1.16,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,0.0,False,True,0.0,0.0,0.0
169,low,178,277,35,macd,139,386,6,9,0.01,1743,297,85,65,252,175,304,53,46,26,452,47,256,480,969,831,337,263,728,564,369,317,884,472,711,398,618,802,134,666,5,34,31,3,212,6,43,64,13,800,7,17,0.33,0.05,1.08,1.01,1.02,1.06,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
170,OHLC/4,292,378,14,macdh,119,198,6,7,0.28,2767,578,286,26,902,117,77,376,106,221,775,262,312,991,683,503,427,363,893,667,339,296,969,558,184,885,447,868,395,234,22,36,56,15,323,8,52,67,13,492,25,20,0.12,0.03,1.14,1.07,1.11,1.19,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
171,open,256,368,39,macdh,338,352,6,13,0.27,1012,721,279,238,147,266,37,360,348,58,24,3,181,397,965,867,294,255,923,922,383,309,917,54,828,987,461,596,545,594,16,18,86,8,544,18,19,62,16,90,23,1,0.22,0.38,1.09,1.01,1.11,1.14,True,False,False,False,True,True,False,True,True,True,True,False,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
172,low,187,390,47,macd,189,130,6,11,0.32,1802,873,95,83,810,160,106,145,24,164,218,74,341,277,714,563,464,268,777,739,453,349,155,299,414,501,383,987,688,546,7,24,80,2,173,4,30,66,16,545,3,21,0.32,0.27,1.14,1.11,1.02,1.03,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,0.0,False,True,0.0,0.0,0.0
173,close,123,127,34,macd,167,199,6,1,0.33,1901,286,374,252,133,163,369,487,133,209,269,181,279,218,803,610,455,358,913,503,397,349,932,551,532,368,985,898,66,50,5,16,62,11,159,12,44,82,17,281,25,8,0.28,0.2,1.04,1.16,1.19,1.11,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
174,low,62,400,33,macdh,239,315,6,20,0.09,2784,452,386,187,418,213,230,778,171,116,818,400,44,859,643,551,467,379,846,707,298,256,514,214,301,828,661,841,839,780,18,59,101,17,325,12,14,22,10,627,2,10,0.36,0.1,1.05,1.15,1.05,1.12,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,0.0,False,True,0.0,0.0,0.0
175,HLC/3,251,389,45,macds,374,120,6,10,0.26,1653,667,322,292,506,226,153,562,24,253,67,45,233,960,546,523,411,358,905,722,410,389,686,145,765,590,720,931,357,584,27,43,18,19,113,18,30,71,2,555,18,7,0.31,0.29,1.12,1.16,1.04,1.08,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
176,HL/2,178,188,3,macds,181,377,6,12,0.27,2393,813,198,355,571,53,57,928,340,385,9,252,86,570,821,752,472,450,707,503,499,421,212,273,224,314,437,920,20,82,18,58,16,3,652,6,38,93,13,465,6,24,0.27,0.14,1.12,1.03,1.02,1.0,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
177,HLC/3,5,487,8,macd,196,299,6,11,0.33,496,686,99,158,38,66,248,28,301,147,911,196,144,43,991,652,384,324,840,817,438,255,517,740,602,478,821,334,785,857,14,35,9,4,641,16,30,98,11,121,3,12,0.25,0.36,1.0,1.06,1.0,1.2,False,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,0.0,False,True,0.0,0.0,0.0
178,HLCC/4,153,279,12,macd,3,129,6,10,0.14,1224,331,38,323,283,162,221,835,106,105,442,393,275,200,964,906,472,316,946,930,473,352,435,914,739,504,711,20,130,661,7,60,24,18,990,6,44,89,4,220,2,17,0.17,0.14,1.03,1.05,1.1,1.15,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
179,close,175,233,47,macds,199,270,6,19,0.22,707,700,96,256,714,183,92,300,347,160,180,268,378,411,789,596,342,330,798,658,499,346,768,651,63,714,48,714,127,594,11,46,81,8,432,11,36,62,11,753,7,6,0.15,0.12,1.07,1.16,1.05,1.02,True,True,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
180,close,214,222,16,macds,264,320,6,6,0.35,226,443,110,344,188,85,121,873,205,163,739,223,343,474,733,676,423,276,793,720,377,259,595,529,616,216,781,343,907,467,19,32,89,2,987,6,26,9,13,345,17,4,0.14,0.02,1.16,1.07,1.09,1.17,True,False,True,False,True,True,True,True,False,False,True,True,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
181,HL/2,307,347,5,macd,76,37,6,8,0.33,1887,783,377,384,138,70,56,809,246,91,94,357,186,417,805,717,450,335,902,575,499,427,381,579,240,158,693,940,653,323,13,30,84,5,751,4,45,11,15,204,11,3,0.14,0.1,1.04,1.2,1.05,1.02,False,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
182,high,249,445,4,macd,188,233,6,14,0.15,2504,378,151,36,714,68,217,794,321,12,418,266,190,849,994,709,464,275,610,544,344,262,929,817,411,727,422,154,801,237,22,37,28,6,370,5,17,76,9,722,16,3,0.35,0.3,1.03,1.0,1.15,1.19,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
183,close,174,239,18,macd,72,110,6,1,0.2,2090,263,332,375,999,380,112,297,334,263,681,38,326,657,784,577,471,439,922,906,305,290,285,250,331,144,474,86,778,918,10,46,9,2,406,17,41,73,4,891,15,19,0.37,0.34,1.08,1.03,1.07,1.07,False,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
184,high,10,53,25,macdh,359,7,6,17,0.22,2414,940,384,120,4,319,225,192,119,300,385,132,222,541,938,833,423,253,949,543,487,466,703,626,671,513,371,630,442,301,23,42,62,10,979,2,9,100,8,924,15,23,0.14,0.03,1.14,1.12,1.01,1.09,False,False,True,False,False,True,True,False,True,True,True,False,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
185,high,35,321,10,macd,51,56,6,7,0.07,1397,658,115,95,150,287,97,163,89,89,879,300,338,942,801,799,461,369,602,528,409,350,355,238,942,860,314,805,210,588,27,34,77,5,12,8,27,57,1,251,15,15,0.4,0.07,1.02,1.16,1.17,1.11,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,0.0,False,True,0.0,0.0,0.0
